DATOS,PAÍS,ODS,INDICADOR ODS,TIPO DE FUENTE,FUENTE,MÉTODO DE RECOLECCIÓN,OBJETIVO DE LOS DATOS,LEGISLACIÓN RECOLECCIÓN,LEGISLACIÓN CONFIDENCIALIDAD,LEGISLACIÓN RESTRICCIÓN DE COMERCIALIZACIÓN,VARIABLES,INFORMACIÓN GENERADA,DESAGREGACIÓN GEOGRÁFICA,DISPONIBLE EN LÍNEA,FORMATO,DISPONIBLE EN,FECHA DE CONSULTA,"PERIODICIDAD DE 
 DIFUSIÓN",ÚLTIMA PUBLICACIÓN,CATEGORIAS USUARIOS,USUARIOS DE LA INFORMACIÓN,OBSERVACIONES,CONSULTADO EN
CUMPLIMIENTO DE LOS OBJETIVOS INTERNACIONALES PARA 2015 RELACIONADOS CON EL HAMBRE: BALANCE DE LOS DESIGUALES PROGRESOS,COSTA RICA,2 HAMBRE CERO,,ORGANISMOS MULTILATERALES,ORGANIZACIÓN DE LAS NACIONES UNIDAS PARA LA AGRICULTURA Y LA ALIMENTACIÓN (FAO),REGISTRO ADMINISTRATIVO,"Mostrar la información relacionada con el cumplimiento de los objetivos internacionales con relación a seguridad alimentaria y nutrición como motores del cambio del crecimiento económico, factor clave del éxito en la reducción de la subalimentación, pero tiene que ser inclusivo y ofrecer oportunidades para mejorar los medios de vida de la población pobre. El aumento de la productividad y los ingresos de los pequeños agricultores familiares es fundamental para lograr progresos.",,,,Meta ODM * Pais,"Prevalencia de la subalimentación y progresos hacia la consecución del objetivo de la Cumbre Mundial sobre la 
 Alimentación (CMA)1 y la meta del primer Objetivo de Desarrollo del Milenio (ODM) 2 en las regiones en desarrollo",NACIONAL,NO,NA,ORGANIZACIÓN DE LAS NACIONES UNIDAS PARA LA AGRICULTURA Y LA ALIMENTACIÓN (FAO),19/09/2016,NO ESTABLECIDO,2015,,,http://www.fao.org/3/a-i4646s.pdf,
"PRODUCCIÓN PESQUERA MUNDIAL, POR CAPTURA Y ACUICULTURA, POR PAÍS (2014)",COSTA RICA,2 HAMBRE CERO,,ORGANISMOS MULTILATERALES,ORGANIZACIÓN DE LAS NACIONES UNIDAS PARA LA AGRICULTURA Y LA ALIMENTACIÓN (FAO),REGISTRO ADMINISTRATIVO,"El Anuario de estadísticas de pesca y acuicultura de la FAO contiene datos de la producción de productos pesqueros elaborados y en conserva y de la cantidad y el valor de las importaciones y exportaciones de más de 100 productos o grupos de productos del sistema armonizado. El anuario además presenta estadísticas resumidas del consumo aparente de pescado y productos pesqueros; la disposición de la producción mundial y el valor de la producción de la pesca de captura y la acuicultura, por grupos principales de especies; la dirección del comercio de una selección de grupos de países.",,,,Pais* Captura * Peces Plantas acuáticas,Producción pesquera mundial por captura y acuicultura 2014,PAÍS,SI,PDF,ftp://ftp.fao.org/FI/STAT/summary/a-0a.pdf,19/09/2016,NO ESTABLECIDO,2014,,,http://www.fao.org/fishery/statistics/global-commodities-production/es,PARA EXTRACCIÓN
SEGUIMIENTO SECTORIAL METAS PROGRAMAS/PROYECTOS DEL PND 2015-2018 PARA REDUCIR LA DESIGUALDAD Y ELMINAR LA POBREZA EXTREMA,COSTA RICA,1 FIN DE LA POBREZA,,SECTOR PÚBLICO,MINISTERIO DE PLANIFICACIÓN NACIONAL Y POLÍTICA ECONÓMICA (MIDEPLAN),REGISTRO ADMINISTRATIVO,"Presentar resumen seguimiento de los programas, proyectos del plan nacional de desarrollo para reducir la desigualdad y eliminar la pobreza, como Institución rectora y ejecutora de la política laboral y de la seguridad social en el país.",,,,Nivel * Región * Objetivos sectoriales * Nombre del programa * Resultado del proyecto * Indicadores * Meta del período * Meta anual * Presupuesto * Población * Sexo * Ejecución * Fuente verificación,Seguimiento sectorial metas programas/proyectos del PND Desarrollo Humano e Inclusión Social 2015-2018,NACIONAL,SI,PDF,http://www.mtss.go.cr/elmininisterio/transparencia/planes/Plan%20de%20Metas%20Sectoriales.pdf,20/09/2016,SEMESTRAL,2015,,,http://www.mtss.go.cr/elmininisterio/transparencia/planes/Plan%20de%20Metas%20Sectoriales.pdf,
ESTADÍSTICA NÚMERO DE PESCADORES 1970-1996,COSTA RICA,2 HAMBRE CERO,,ORGANISMOS MULTILATERALES,ORGANIZACIÓN DE LAS NACIONES UNIDAS PARA LA AGRICULTURA Y LA ALIMENTACIÓN (FAO),REGISTRO ADMINISTRATIVO,"Esta publicación es una compilación de las estadísticas anuales del número de personas que trabajan en la pesca comercial y de subsistencia, operando en las aguas internas, salobres y marinas, y en la producción de acuicultura. Los datos se proporcionan por el período 1970-1996. A partir de 1990, cuando
 posible, los datos de las personas ocupadas en la producción de acuicultura, y del empleo femenino, están presentados por separado.",,,,Pais * Año * Pescadores * Producción,"Número de pescadores por paises y por área 1970 - 1996) * Pescadores comparados a la población económicamente activa en agricultura (1970, 1980, 1990) * Producción pesquera por pescador por países o áreas - 1982-1996 (toneladas por año)",PAÍS,SI,PDF,ftp://ftp.fao.org/docrep/fao/005/x1168e/x1168e.pdf,21/09/2016,,1999,,,ftp://ftp.fao.org/docrep/fao/005/x1168e/x1168e.pdf,PARA EXTRACCIÓN
PROYECTOS ACCIÓN SOCIAL 2011 - POBREZA,COSTA RICA,17 ALIANZAS PARA LOGRAR LOS OBJETIVOS,,SECTOR PÚBLICO,JUNTA DE PROTECCIÓN SOCIAL DE SAN JOSÉ (JPSSJ),REGISTRO ADMINISTRATIVO,"Presentar información de los proyectos acción social realizados con los recursos que se transfiere a instituciones, organizaciones públicas y privadas para erradicar la pobreza, tales como :VIH Sida, prevención del cáncer, Menores en abandono, Hogar de ancianos, Asistencia médico social, Explotación sexual, Discapacidad, Alcoholismo y drogadicción.",,,,Proyecto * Área de atención * Beneficiarios * Descripción proyecto * Monto * Estado * Lugar procedencia,"Junta de proteccion social proyectos aprobado por junta directiva, periodo 2011 * Proyectos aprobados por Junta Directiva, período 2011,
 montos en colones, según área de atención.",NACIONAL,SI,PDF,http://www.jps.go.cr/AccionSocial/proyectos/2011/2011Informeanual.pdf,21/09/2009,ANUAL,2011,,,http://www.jps.go.cr/AccionSocial/proyectos/2011/2011Informeanual.pdf,
ENCUESTA SOBRE LOS PATRONES DE CONSUMO DE BEBIDAS ALCOHÓLICAS EN COSTA RICA,COSTA RICA,3 SALUD Y BIENESTAR,,SOCIEDAD CIVIL,EDUCALCOHOL,ENCUESTA POR MUESTREO,Conocer la realidad del consumo de alcohol en el país y ofrecer a la sociedad una lectura rigurosa y actualizada de este tema.,,,,Edad * Tipo de bebida * Región * Frecuencia * Cantidad * Sexo * Estrato * Situación * Ocasión de consumo,Consumo de alcohol * Frecuencia y cantidad de consumo * Tipo de bebida de consumo * Ocasiones y situaciones de consumo * Efectos dañinos del consumo de licor,NACIONAL,NO,NA,UNIVERSIDAD DE COSTA RICA (UCR),22/09/2016,NO ESTABLECIDO,sep-13,,,https://www.ucr.ac.cr/noticias/2013/09/04/543-de-la-poblacion-no-consume-licor.html,
"PATRONES DE CONSUMO DE ALCOHOL EN AMÉRICA LATINA ANÁLISIS COMPARADO DE 9 PAÍSES- ESTUDIO MULTICÉNTRICO SOBRE GÉNERO, ALCOHOL, CULTURA Y DAÑOS (OPS)",COSTA RICA,3 SALUD Y BIENESTAR,,ACADEMIA,FACULTAD LATINOAMERICANA DE CIENCIAS SOCIALES (FLACSO),ENCUESTA POR MUESTREO,Reconocer aspectos relacionados con la forma en que la población consume bebidas alcohólicas más allá de las estimaciones sobre la cantidad de bebidas que consumen.,,,,Pais * Sexo * Riesgo * Consumo promedio * Prevalencia * Abstemios * Ingesta excesiva,"Prevalencia de consumo -consumidores del último año- (% de la población de 18 a 65) * Abstemios de vida (% población de 18 a 65) * Consumo per capita (población 18 a 65)
 Litros de etanol puro * Riesgo alto a largo plazo (% población 18 a 65) * Ingesta Excesiva Ocasional -consumo de 5 tragos y más al menos una vez a la semana-(% población 18 a 65) *",PAÍS,NO,NA,FACULTAD LATINOAMERICANA DE CIENCIAS SOCIALES (FLACSO),23/09/2016,NO ESTABLECIDO,2012,,,http://biblioteca.icap.ac.cr/BLIVI/COLECCION_UNPAN/BOL_JUNIO_2012_51/FLACSO/carlos_sojo.pdf,
ESTADÍSTICAS MUNDIALES EL ESTADO DE LOS NIÑOS CUADROS ESTADÍSTICOS 1970-1990 A 2013,COSTA RICA,1 FIN DE LA POBREZA,,ORGANISMOS MULTILATERALES,FONDO DE LAS NACIONES UNIDAS PARA LA INFANCIA (UNICEF),REGISTRO ADMINISTRATIVO,El Estado 2015 del Informe Mundial de la Infancia contiene la última actualización de las estadísticas detalladas proporcionadas por UNICEF sobre el bienestar del niño - Ver más en http://www.data.unicef.org/resources/the-state-of-the-world-s-children-report-2015-statistical-tables.html#sthash.fsg3kXwc.dpuf,,,,"Pais * Año * Edad * Sexo * Peso al nacer * Inicio lactancia materna *Introducción alimentos sólidos * Dieta mínima aceptable * Lactancia materna 2 años * Uso fuentes mejoradas agua potable * Uso instalaciones mejoradas de saneamiento * Cobertura de inmunización * Enfermedades * Prevalencia VIH * Prevención en jóvenes * Prueba VIH * Huérfanos * Tasa de alfabetización * Educación primaria * Educación secundaria * Esperanza de vida * Último grado aprobado, por sexo * Tasa mortalidad materna * Trabajo infantil * Matrimonio infantil * Mutilación genital femenina * Violencia mujer * Mortalidad infantil * Tasa crecimiento anual * PIB tasa de crecimiento anual promedio per cápita (%)...",Indicadores básicos * Nutrición * Salud * Educación * VIH SIDA * Indicadores demográficos -* Mujer * Indicadores económicos * Protección del niño * Adolescentes * Desigualdades por residencia * Desigualdades por riqueza de los hogares * Desarrollo de la primera infancia,MUNDIAL* NACIONAL,SI,XLSX,http://www.data.unicef.org/resources/the-state-of-the-world-s-children-report-2015-statistical-tables.html,24/09/2016,ANUAL,2015,,,http://www.data.unicef.org/resources/the-state-of-the-world-s-children-report-2015-statistical-tables.html,
ESTADÍSTICAS MUNDIALES EL ESTADO DE LOS NIÑOS CUADROS ESTADÍSTICOS 1970-1990 A 2013,COSTA RICA,2 HAMBRE CERO,,ORGANISMOS MULTILATERALES,FONDO DE LAS NACIONES UNIDAS PARA LA INFANCIA (UNICEF),REGISTRO ADMINISTRATIVO,El Estado 2015 del Informe Mundial de la Infancia contiene la última actualización de las estadísticas detalladas proporcionadas por UNICEF sobre el bienestar del niño - Ver más en http://www.data.unicef.org/resources/the-state-of-the-world-s-children-report-2015-statistical-tables.html#sthash.fsg3kXwc.dpuf,,,,"Pais * Año * Edad * Sexo * Peso al nacer * Inicio lactancia materna *Introducción alimentos sólidos * Dieta mínima aceptable * Lactancia materna 2 años * Uso fuentes mejoradas agua potable * Uso instalaciones mejoradas de saneamiento * Cobertura de inmunización * Enfermedades * Prevalencia VIH * Prevención en jóvenes * Prueba VIH * Huérfanos * Tasa de alfabetización * Educación primaria * Educación secundaria * Esperanza de vida * Último grado aprobado, por sexo * Tasa mortalidad materna * Trabajo infantil * Matrimonio infantil * Mutilación genital femenina * Violencia mujer * Mortalidad infantil * Tasa crecimiento anual * PIB tasa de crecimiento anual promedio per cápita (%)...",Indicadores básicos * Nutrición * Salud * Educación * VIH SIDA * Indicadores demográficos -* Mujer * Indicadores económicos * Protección del niño * Adolescentes * Desigualdades por residencia * Desigualdades por riqueza de los hogares * Desarrollo de la primera infancia,MUNDIAL* NACIONAL,SI,XLSX,http://www.data.unicef.org/resources/the-state-of-the-world-s-children-report-2015-statistical-tables.html,24/09/2016,ANUAL,2015,,,http://www.data.unicef.org/resources/the-state-of-the-world-s-children-report-2015-statistical-tables.html,
PERFIL NACIONAL SOCIODEMOGRÁFICO 2015-2020,COSTA RICA,3 SALUD Y BIENESTAR,,ORGANISMOS MULTILATERALES,COMISIÓN ECONÓMICA PARA AMÉRICA LATINA Y EL CARIBE (CEPAL),REGISTRO ADMINISTRATIVO,"Acceder a la información de la CEPAL en línea, estadística e indicadores .",,,,Sexo * Edad * Año * Matrícula* Alumnos * Nivel Educativo * Enfermedad * Muerte * Actividad económica * Población ocupada * Población informal * Distribución ingreso * Tipo de Vivienda * Sector * Agua potable * Uso saneamiento ambiental,Estructura demográfica * Tasa anual de crecimiento de la población 2015-2020 * Tasa bruta de mortalidad 2015-2020 * Tasa bruta de natalidad 2015-2020 * Tasa de migración 2015-2020 * Esperanza de vida por sexo 2015-2020 * Distribución de la población por sexo y edad * Tasa neta de matricula de educación primaria y secundaria 1970-2013 por sexo * Tasa de alfabetización de las personas de 15-24 años * Alumnos por maestro educación primaria * Alumnos por maestro educación secundaria * Gasto público en educación * Razones de mortalidad materna * Tasa de mortalidad infantil (IGME) 1965-2015 * Distribución de la población ocupada por sector de actividad económica 2014 * Tasa de desempleo por sexo * Distribución de la población ocupada por categoría informal 2014-2015 * Ocupados urbanos en el sector informal * Pobreza y distribución del ingreso * Tasa de pobreza e indigencia 1990-2014 * Proporción de la población que utiliza fuentes mejoradas de abastecimiento de agua potable sector urbano y rural * Proporción de la población que utiliza instalaciones de saneamiento mejoradas sector urbano y rural *,NACIONAL,SI,HTML,http://estadisticas.cepal.org/cepalstat/Perfil_Nacional_Social.html?pais=CRI&idioma=spanish,26/09/2016,NO ESTABLECIDO,2016,,,http://estadisticas.cepal.org/cepalstat/WEB_CEPALSTAT/Portada.asp,
ESTADÍSTICAS MUNDIALES EL ESTADO DE LOS NIÑOS CUADROS ESTADÍSTICOS 1970-1990 A 2013,COSTA RICA,5 IGUALDAD DE GÉNERO,,ORGANISMOS MULTILATERALES,FONDO DE LAS NACIONES UNIDAS PARA LA INFANCIA (UNICEF),REGISTRO ADMINISTRATIVO,El Estado 2015 del Informe Mundial de la Infancia contiene la última actualización de las estadísticas detalladas proporcionadas por UNICEF sobre el bienestar del niño - Ver más en http://www.data.unicef.org/resources/the-state-of-the-world-s-children-report-2015-statistical-tables.html#sthash.fsg3kXwc.dpuf,,,,"Pais * Año * Edad * Sexo * Peso al nacer * Inicio lactancia materna *Introducción alimentos sólidos * Dieta mínima aceptable * Lactancia materna 2 años * Uso fuentes mejoradas agua potable * Uso instalaciones mejoradas de saneamiento * Cobertura de inmunización * Enfermedades * Prevalencia VIH * Prevención en jóvenes * Prueba VIH * Huérfanos * Tasa de alfabetización * Educación primaria * Educación secundaria * Esperanza de vida * Último grado aprobado, por sexo * Tasa mortalidad materna * Trabajo infantil * Matrimonio infantil * Mutilación genital femenina * Violencia mujer * Mortalidad infantil * Tasa crecimiento anual * PIB tasa de crecimiento anual promedio per cápita (%)...",Indicadores básicos * Nutrición * Salud * Educación * VIH SIDA * Indicadores demográficos -* Mujer * Indicadores económicos * Protección del niño * Adolescentes * Desigualdades por residencia * Desigualdades por riqueza de los hogares * Desarrollo de la primera infancia,MUNDIAL* NACIONAL,SI,XLSX,http://www.data.unicef.org/resources/the-state-of-the-world-s-children-report-2015-statistical-tables.html,24/09/2016,ANUAL,2015,,,http://www.data.unicef.org/resources/the-state-of-the-world-s-children-report-2015-statistical-tables.html,
ESTADÍSTICAS MUNDIALES EL ESTADO DE LOS NIÑOS CUADROS ESTADÍSTICOS 1970-1990 A 2013,COSTA RICA,3 SALUD Y BIENESTAR,,ORGANISMOS MULTILATERALES,FONDO DE LAS NACIONES UNIDAS PARA LA INFANCIA (UNICEF),REGISTRO ADMINISTRATIVO,El Estado 2015 del Informe Mundial de la Infancia contiene la última actualización de las estadísticas detalladas proporcionadas por UNICEF sobre el bienestar del niño - Ver más en http://www.data.unicef.org/resources/the-state-of-the-world-s-children-report-2015-statistical-tables.html#sthash.fsg3kXwc.dpuf,,,,"Pais * Año * Edad * Sexo * Peso al nacer * Inicio lactancia materna *Introducción alimentos sólidos * Dieta mínima aceptable * Lactancia materna 2 años * Uso fuentes mejoradas agua potable * Uso instalaciones mejoradas de saneamiento * Cobertura de inmunización * Enfermedades * Prevalencia VIH * Prevención en jóvenes * Prueba VIH * Huérfanos * Tasa de alfabetización * Educación primaria * Educación secundaria * Esperanza de vida * Último grado aprobado, por sexo * Tasa mortalidad materna * Trabajo infantil * Matrimonio infantil * Mutilación genital femenina * Violencia mujer * Mortalidad infantil * Tasa crecimiento anual * PIB tasa de crecimiento anual promedio per cápita (%)...",Indicadores básicos * Nutrición * Salud * Educación * VIH SIDA * Indicadores demográficos -* Mujer * Indicadores económicos * Protección del niño * Adolescentes * Desigualdades por residencia * Desigualdades por riqueza de los hogares * Desarrollo de la primera infancia,MUNDIAL* NACIONAL,SI,XLSX,http://www.data.unicef.org/resources/the-state-of-the-world-s-children-report-2015-statistical-tables.html,24/09/2016,ANUAL,2015,,,http://www.data.unicef.org/resources/the-state-of-the-world-s-children-report-2015-statistical-tables.html,
